TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6029998328	FGENESH2_KG.1__4107__AT1G50240.2	FGENESH2_KG.1__4107__AT1G50240.2.1	protein_coding			 ATP binding, binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, protein folding chaperone, ATP binding, binding, protein folding chaperone, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6030173617	FGENESH2_KG.8__966__AT5G50860.1	FGENESH2_KG.8__966__AT5G50860.1.1	protein_coding			 ATP binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6530296395	AT1G54510	AT1G54510.2	protein_coding	Encodes AtNEK1, a member of the NIMA-related serine/threonine kinases (Neks) that have been linked to cell-cycle regulation in fungi and mammals.  Plant Neks might be involved in plant development processes.	NEK1; NIMA-RELATED SERINE/THREONINE KINASE 1	 plasma membrane, ATP binding, carpel, collective leaf structure, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, mature plant embryo stage, petal, petal differentiation and expansion stage, phosphorylation, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	true
Gene:6530296832	AT2G35620	AT2G35620.2	protein_coding	Encodes a plasma membrane localized leucine-rich repeat receptor kinase that is involved in cell wall elongation. Loss of function mutations of FEI1 and FEI2 exhibit defects in root and hypocotyl cell elongation. Double mutants are defective in cell wall biosynthesis and have thick hypocotyls, and short, thick roots.Mucilage is easily detached from fei2 mutants seeds, and forms a capsule that is >50% smaller relative to wild-type.	FEI 2; FEI2	 extracellular region, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cellulose biosynthetic process, collective leaf structure, cotyledon, extracellular region, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, kinase activity, leaf apex, leaf lamina base, mature plant embryo stage, mucilage biosynthetic process, mucilage biosynthetic process involved in seed coat development, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type cell wall organization, plasma membrane, pollen, protein autophosphorylation, protein binding, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, stamen, unidimensional cell growth, vascular leaf, vascular leaf senescent stage, whole plant	false
Gene:6530297191	AT3G50530	AT3G50530.2	protein_coding	CDPK-related kinase	CDPK-RELATED KINASE; CRK	 plasma membrane, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, abscisic acid-activated signaling pathway, calcium-dependent protein serine/threonine kinase activity, calmodulin binding, calmodulin-dependent protein kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, metal ion binding, nucleus, peptidyl-serine phosphorylation, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube cell, protein autophosphorylation, root, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	true
Gene:6029969250	FGENESH2_KG.1__410__AT1G04700.1	FGENESH2_KG.1__410__AT1G04700.1.1	protein_coding			 ATP binding, protein binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6030056904	FGENESH1_PG.C_SCAFFOLD_4000178	FGENESH1_PG.C_SCAFFOLD_4000178.1	protein_coding			 ATP binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6030057156	FGENESH2_KG.4__238__AT2G23070.1	FGENESH2_KG.4__238__AT2G23070.1.1	protein_coding			 ATP binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6029992317	AL_SCAFFOLD_0001_3546	AL_SCAFFOLD_0001_3546.1	protein_coding			 integral component of membrane, ATP binding, calcium ion binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, calcium ion binding, integral component of membrane, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6030000799	AL_SCAFFOLD_0001_4743	AL_SCAFFOLD_0001_4743.1	protein_coding			 ATP binding, protein binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein binding, protein kinase activity, protein phosphorylation, transferase activity, transferring phosphorus-containing groups	false
Gene:6029972946	AL_SCAFFOLD_0001_833	AL_SCAFFOLD_0001_833.1	protein_coding			 integral component of membrane, myosin complex, ATP binding, motor activity, protein binding, protein kinase activity, protein serine/threonine kinase activity, obsolete signal transducer activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, signal transduction, ATP binding, integral component of membrane, motor activity, myosin complex, obsolete signal transducer activity, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, signal transduction, transferase activity, transferring phosphorus-containing groups	false
Gene:6030016581	SCAFFOLD_201716.1	SCAFFOLD_201716.1.1	protein_coding			 ATP binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6030132193	FGENESH2_KG.6__3430__AT4G02630.1	FGENESH2_KG.6__3430__AT4G02630.1.1	protein_coding			 ATP binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6030116164	SCAFFOLD_601634.1	SCAFFOLD_601634.1.1	protein_coding			 ATP binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6030104873	FGENESH2_KG.5__2822__AT3G63260.1	FGENESH2_KG.5__2822__AT3G63260.1.1	protein_coding			 ATP binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6030074236	SCAFFOLD_402810.1	SCAFFOLD_402810.1.1	protein_coding			 ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, transferase activity, transferring phosphorus-containing groups	false
Gene:6030006915	FGENESH2_KG.2__233__AT1G62400.1	FGENESH2_KG.2__233__AT1G62400.1.1	protein_coding			 ATP binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6030143610	FGENESH2_KG.7__1343__AT4G28540.1	FGENESH2_KG.7__1343__AT4G28540.1.1	protein_coding			 ATP binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6030143771	FGENESH1_PM.C_SCAFFOLD_7001088	FGENESH1_PM.C_SCAFFOLD_7001088.1	protein_coding			 ATP binding, binding, protein kinase activity, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups	false
Gene:6030180673	FGENESH2_KG.8__1845__AT5G59010.1	FGENESH2_KG.8__1845__AT5G59010.1.1	protein_coding			 ATP binding, binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, binding, protein kinase activity, protein phosphorylation, transferase activity, transferring phosphorus-containing groups	false
Gene:6030192759	FGENESH2_KG.71__3__AT5G60080.1	FGENESH2_KG.71__3__AT5G60080.1.1	protein_coding			 ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, transferase activity, transferring phosphorus-containing groups	false
Gene:6030193858	SCAFFOLD_9200009.1	SCAFFOLD_9200009.1.1	protein_coding			 ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups, protein phosphorylation, ATP binding, protein kinase activity, protein phosphorylation, transferase activity, transferring phosphorus-containing groups	false
